book_name,book_text
mat,"Mat.  

Mat sat.  

Sam.  

Sam sat.  

Mat sat. Sam sat.  

Mat sat on Sam.  

Sam sat on Mat.  

Mat sat. Sam sat.  

The End.  

Available Bob Books:  

Set 1: Beginning Readers  
Set 2: Advancing Beginners  
Set 3: Word Families  
Set 4: Compound Words  
Set 5: Long Vowels.  

Look for These Ideas:  
Suggestions for talking about the story with young readers. The characters are generally warm and smiling. They do have their problems sometimes, as when Mat sat on Sam and Sam looked a bit startled. Then Sam sat on Mat, and Mat looked grim but resigned. Talking about these ideas increases the reader’s comprehension and can, with imagination, expand the story for teacher and student."
moo_baa_la_la_la,"A cow says MOO. A sheep says BAA. Three singing pigs say LA LA LA! ""No, no!"" you say, ""that isn't right. The pigs say OINK all day and night. Rhinoceroses SNORT and SNUFF and little dogs go RUFF RUFF RUFF! Some other dogs go BOW WOW WOW! And cats and kittens say MEOW! QUACK! says the duck. A horse says NEIGH. (It's quiet now. What do you say?)"
most_people,"Most people love to smile. Most people love to laugh. Most people love to see other people smile and laugh too. Most people are good people. Most people want to help when they see someone crying. Most people want to help when they see someone who is in trouble. Most people want to make other people — even strangers — feel good. Most people are very good people. Some people do bad things. They yell bad words. They lie and steal. They bully and hurt and destroy. But most people don’t do those things. I'm sorry. If you could line up all the people who want to be good and all the people who want to be bad, the good line would stretch from here to the tallest mountain. All the people in the bad line could crowd together in a dark and gloomy room. People who do bad things can change. There is a seed of goodness inside them, waiting to sprout. Most people love the sunshine. Most people love the Earth. Most people love watching things grow. A person who is frowning and mad, or sad, or mean is like a sour grape in a bunch of sweet grapes. That person would almost always rather be happy, smiling, and laughing. Everyone looks nicer when they smile and laugh. When you see something bad happening, you may soon see someone trying to help. The helper might be you! Someone is always there doing good, because being good is what most people do. Most people like to run and dance and play... or share stories with someone they know, or snuggle with someone they love. Most people like a kind word. Most people like thinking good thoughts about others. Most people smile when they see a baby. Most people glow when they hear or say ""I love you."" Most people in the world know that... most people are very good."
muncha_mucha_mucha,"For years, Mr. McGreely dreamed of planting a garden. He dreamed of getting his hands dirty, of growing yummy vegetables, and of gobbling them all up. But he never once tried it until— “This spring!” said Mr. McGreely. “This spring, by golly, I’m going to plant a garden.” But one night, when the sun went down and the moon came up, three hungry bunnies appeared. Tippy— Tippy— Tippy, Pat! Muncha! Muncha! Muncha! The next morning, when Mr. McGreely saw his gnawed sprouts, he was angry. So he built a small wire fence all around his vegetable garden. ""There,"" he declared. ""No bunny can get into my garden now!"" And the sun went down. And the moon came up. And— Tippy-tippy-tippy, Pat! Spring-hurdle, Dash! Dash! Dash! Muncha! Muncha! Muncha! The next morning, when Mr. McGreely saw his nibbled leaves and gnawed sprouts, he was really angry. So he built a tall wooden wall behind the small wire fence all around his vegetable garden. ""Hmpf!"" he huffed. ""Those flop-ears will never get over it. No bunny can get into my garden now."" And the sun went down. And the moon came up. And— Tippy-tippy-tippy, Pat! Dive-paddle, Splash! Splash! Splash! Dig-scrabble, Scratch! Scratch! Scratch! Spring-hurdle, Dash! Dash! Dash! Muncha! Muncha! Muncha! The next morning, when Mr. McGreely saw his chomped blossoms, his chewed stems, his nibbled leaves, and his gnawed sprouts, he was— FURIOUS! So he hammered and blocked, sawed and stocked, drilled and filled, and trapped and locked. And he built a huge, enormous thing before the deep wet trench outside the tall wooden wall behind the small wire fence all around his vegetable garden. “I’ve outsmarted those twitch-whiskers for sure,” he exclaimed. “They can’t get through it. They can’t get under it. And they can’t get over it. No bunny, no way, no how, can get into my vegetable garden now!” And the sun went down. And the moon came up. And— Tippy-tippy-tippy, STOP! The three hungry bunnies looked and smelled and touched the huge, enormous thing before them. And— Tippy-tippy-tippy, pat. The bunnies hopped away. The next morning, when Mr. McGreely saw his untouched vegetables, he was— happy! ""I beat the bunnies!"" he whooped, and did a jiggly, wiggly victory dance. Then he— climbed over, jumped across, squeezed between, and crawled under until he reached his vegetable garden. ""Ahh!"" sighed Mr. McGreely. ""At last!"" Smacking his lips, he picked and pulled up Lettuce! Carrots! Peas! Tomatoes! And with his basket overflowing, he reached inside for something yummy. CATCH THAT BUNNY! Muncha! Muncha! Muncha! Tippy— Tippy— Tippy— Tippy, Pat! Tippy, tippy, tippy, Pat! That’s the sound three hungry bunnies make when the sun goes down and the moon comes up and Mr. McGreely’s garden smells yum, yum, yummy. While he’s dreaming of his mouth-watering carrots, the bunnies are diving over fences and swimming trenches to get the veggies first! Hammer, hammer, hammer, Saw! That’s the sound Mr. McGreely makes when the sun comes up and the moon goes down and he sees what those twitch-whiskers have done. . . . Nibbled leaves! Empty stalks! Mr. McGreely will build something bigger and better, sure to keep even pesky puff-tails away. Children will cheer for the bunnies—or for Mr. McGreely—as they delight in Candace Fleming’s clever sound effects and G. Brian Karas’s vibrant, funny illustrations."
my_favorite_colors_pearl_markovics,"My Favorite Colors  
What do you love?  
I love colors!  
I love blue.  
The sky is blue.  
I love red.  
Cherries are red.  
I love green.  
Grass is green.  
I love yellow.  
Bananas are yellow.  
I love pink.  
Pigs are pink.  
Pick your favorite!  
What color do you love?  
Key Words  
blue  
green  
pink  
red  
yellow  
About the Author  
Pearl Markovics has many favorite colors.  
She especially likes the colors midnight blue and bright orange.  
Teaching Tips  
Before Reading  
Guide readers on a ""picture walk"" through the text by asking them to name the things shown.  
Discuss book structure by showing children where text will appear consistently on pages.  
Highlight the supportive pattern of the book. Note the consistent number of sentences found on each page.  
During Reading  
Encourage readers to ""read with your finger"" and point to each word as it is read. Stop periodically to ask children to point to a specific word in the text.  
Reading strategies: When encountering unknown words, prompt readers with encouraging cues such as:  
Does that word look like a word you already know?  
Check the picture.  
After Reading  
Write the key words on index cards.  
Have readers match them to pictures in the book.  
Have children sort words by category (words that are four letters long, for example).  
Ask readers to identify their favorite page in the book. Have them read that page aloud.  
Ask children to write their own sentences. Encourage them to use the same pattern found in the book as a model for their writing."
my_first_science_book,"Look at the things around you. They are all made of something, and that something is called a material. There are lots of different kinds of materials. This is a chair. It is made of wood. Wood comes from trees. This is a can. It is made from a mixture of metals. Metals come from rocks, called ore. Rocks are dug up from the ground. These are a pair of glasses. Glass is made of sand. Sand comes from the sea, beaches, dunes and rocks. This is a pair of denim jeans. Denim is made of cotton. Cotton comes from a plant. This is a jug. The jug is made from clay. Clay is a type of rocky soil dug from the earth.

Can you guess what material each object is made from? What would you use to make the things that are labelled on this house? Choose the best material from the objects in the panel below. Look around. Take a look at your kitchen. Everything you see is made from one or more materials. Some materials are better than others - it depends what job you want them to do. Rubber gloves are light, bendy and waterproof. A wool jumper is soft and warm. Glass is clear. You can see through it and it is smooth. Metal is strong. It won’t break. A stone counter is hard and won’t scratch easily. This wooden table is stiff, strong and hard. A plastic bowl is waterproof and strong. It won’t leak and it won’t break easily.

Imagine you have a job designing everyday things. What do you think the following objects should be made from? Choose from the following: clay, metal, plastic, rubber, wood. All materials can be described as one of these three things: a solid, gas or liquid. A solid keeps its shape and you can hold it – if it’s small enough! A gas can be invisible, which means you can't see it. It doesn’t have a fixed shape. A liquid flows and can be poured easily. It is not easy to hold. It changes shape to fill the container it is in.

The teacher is trying to explain the differences between liquids, solids and gases. Can you draw a line from each object to the correct heading? Solids, liquids and gases don’t always stay the way they are. If you heat ice (a solid) it turns into water (a liquid). When the water (liquid) cools down and freezes, it turns back into ice (solid). Heat turns liquid water into water vapour, which is a gas. Water vapour is invisible. When water vapour touches the air, it cools down. It turns into tiny droplets of liquid water. This is steam. If you heat some solids, they turn into liquids. Butter goes runny when you heat it. A gas can become a solid too, when cold water vapour freezes on a window in winter.

These penguins are experimenting with water and ice. Can you match the descriptions to each picture? The Earth’s surface is made of rock that lies just below the ground. People have been digging up rocks for thousands of years! There are many different kinds and some are harder than others. Sandstone is good for building. It is soft enough to carve. Marble is a beautiful, hard rock. It is good for sculpture and table tops. Chalk is a soft, white rock. It’s perfect for writing and drawing on a blackboard! Granite is a very hard rock made of differently shaded grains that have sharp edges.

Look at the finished objects and see if you can figure out which kind of rock they are made from. Resting on top of all the rock on Earth is a layer of soil. Soil is made of bits of rock and dead plants, together with water, air and tiny living creatures, such as animals and fungi. They all provide important things which help plants to grow. The top layer is called the topsoil. It is usually dark brown. There are lots of bits of fungi, animals and dead plants here. The next layer is the subsoil. The subsoil doesn't have many dead plants. There is lots of clay and it is usually light brown. The layer called the parent rock has lots of stones. Very few dead plants are found here. A layer called bedrock lies at the bottom. It is solid rock.

The Earth is covered in many different kinds of soil, which help plants grow. Trace the lines to match the descriptions to the pictures. Throughout the year, there are times when the weather gets hotter, colder or wetter. These are the seasons and they happen because the Earth tilts slightly as it travels around the Sun. When the northern part of Earth tilts away from the Sun, it receives less heat and light and so it is colder. Then it is wintertime in the North and summer in the South. When the northern part of Earth tilts towards the Sun, it receives more heat and light and so it is warmer. Then it is summertime in the North.

When you get out of bed in the morning and look up at the sky, what you see is the weather. Look at these pictures and match them to the descriptions at the bottom of the page. Weather may be hot, cold, windy, icy or thundery. Weather changes with the seasons, and from country to country. When the wind blows, the air may feel cold or warm. Sometimes it’s a sign that rain, or a storm, is on the way. In wintertime, the weather can be cold and icy. When clouds appear, they often bring rain and wet weather. On a sunny day in summer, the air feels hot. When it’s very cloudy, some clouds may reach the ground - that’s fog! When the weather is ice cold, rain turns to hail.

We wear certain clothes depending on the weather. Can you tell which clothes go with rain, sun or snow? Clouds are made of tiny drops of water. They are constantly changing and moving across the sky. On a fine, sunny day, you may see clouds that look like fluffy balls of cotton wool. Thin, wispy clouds high in the sky are made of ice. Low, dark clouds may be a sign that it's going to rain. They may hide more clouds above. Fog is cloud that forms near the ground. If you walk through fog, you're walking through a cloud! Some of these words describe the weather, and others don’t. Can you circle all of the weather words?

When rain clouds darken overhead, there is a good chance that a thunderstorm is on the way. Thunder is the loud crashing noise you hear in the sky after lightning strikes! Lightning is a flash of electricity that happens during thunderstorms. Light flashes between the clouds or travels down towards the ground. Thunder is the sound made by a bolt of lightning. Imagine that you're a pilot. Would it be safe for you to fly today? Look out of the window, and then follow the arrows below. Your answer will depend on the weather outside your window. The statements along the right-hand side to the top will get you safely into the sky. This inspirational activity book combines early science themes with simple puzzles. It's the perfect introduction to big ideas such as what things are made from and how the weather works."
my_friend_is_sad,"My friend is sad. I will make him happy! Yee-haw! A cowboy! Ohhh . . . Gerald loves cowboys. But he is still sad. A clown! Ohhh . . . Clowns are funny. But he is still sad. A robot! How can anyone be sad around a robot!? Ohhh . . . Gerald. Piggie! I am sorry. I wanted to make you happy. But you are still sad. I am not sad now. I am happy! You are happy? I am happy because you are here! But I was so sad, Piggie. So very SAD! I saw a COWBOY! But you love cowboys! I do. I love cowboys. But you were not there to see him! Well, in fact, I . . . THERE WAS MORE! Then I saw a clown! A funny, funny clown! But you were not there to see him! But . . . THERE WAS MORE! I saw a ROBOT! A COOL, COOL ROBOT! And my best friend was not there to see it with me. But... Um... You see... I am here NOW! You are! You are here now! My friend is here now! I need my friends. You need new glasses . . . ."
my_princess_boy,"To all the Princess Boys in the world: you are loved. Thank you for teaching us how to appreciate your uniqueness. To Dean, Dkobe, and Dyson; you have my heart. My Princess Boy is four years old. He likes pretty things. Pink is his favorite color. He plays dress up in girly dresses. He dances like a beautiful ballerina. My Princess Boy has a cool brother. His brother plays baseball and soccer. And his brother dances with my Princess Boy. My Princess Boy loves his brother. My Princess Boy loves his dad. His dad tells my Princess Boy how pretty he looks in a dress. His dad holds his hand and tells him to twirl! My Princess Boy smiles and hugs his dad. My Princess Boy has playdates with boys and girls. He likes to climb trees in his Princess Boy tiara crown. When he plays dress up, he likes to change clothes a lot. He wears a green ballet leotard and dances with his friends. I love my Princess Boy. When we go shopping he is the happiest when looking at girls' clothes. But when he says he wants to buy a pink bag or a sparkly dress, people stare at him. And when he buys girl things, they laugh at him, and then they laugh at me. It hurts us both. Once my Princess Boy wore a dress at his birthday party. He welcomed his friends to his home and he said, “I am a Princess Boy!” He put on jewelry and he liked how pretty he looked and waved his Princess Boy wand. And then my Princess Boy was a princess for Halloween. He went trick-or-treating with his brother. One woman laughed at him because he was in a princess dress. My Princess Boy asked, ""Why did she laugh at me?"" I told him some people don't think boys should wear dresses. But a Princess Boy can wear a dress at his school and I will not laugh at him. And a Princess Boy can wear pink and I will tell him how pretty he looks. A Princess Boy can play with me in pretty girl clothes and I will still play with him. If you see a Princess Boy . . . Will you laugh at him? Will you call him a name? Will you play with him? Will you like him for who he is? Our Princess Boy is happy because we love him for who he is. My Princess Boy is your Princess Boy. We love our Princess Boy! MY PRINCESS BOY is a nonfiction picture book about acceptance. I wrote the story to give children and adults a tool to talk about unconditional friendship. When I feared my young son would be teased or bullied for wearing a dress to school, I spoke with his preschool teacher. She shared my fears with others, and a plan was put in place to support him and others who express themselves differently. In light of the many unthinkable outcomes of bullying, discussions about acceptance can help get our world back to the basics—compassion. How can we be compassionate with one another? Compassion takes effort. It takes focus. It takes commitment. We need practice. And more practice. And practice again. We are an ecosystem. Our broader world is dependent upon one another. And when we interconnect, we celebrate the unique person within us all. To Acceptance! Cheryl"
nibbles_the_book_monster,"This is a story about a little monster called Nibbles! Nibbles likes to nibble soap, and Nibbles nibbles socks. Nibbles chomps on rubber ducks, and Nibbles munches clocks. Nibbles loves to nibble toes, and Nibbles nibbles hooks. But Nibbles’ favorite thing of all to nibble on is books! Oh no! Where’s Nibbles? He’s nibbled his way out of this book! GONE The Wonderful Wizard of Oz GOOSEBUMPS PETER PAN THE VELVETEEN RABBIT I WANT MY HAT BACK Mr. Men Library Fantastic Mr. Fox The Little Mermaid The Secret Garden Hansel and Gretel BLUEBIRD DILJA WONDERLAND Winnie the Pooh The Little Prince THE HAPPY PRINCE THE SHEEP-PIG Olivia HOWARD HINT THE EMPEROR’S NEW CLOTHES THE LION Digger THE TIGER Who Came to Tea THE TIGER WOLVES DECEMBER The Can you see him? BEAST The Worst Witch Little Women Esio Trot Necromancer Jack and the Beanstalk The Enormous Crocodile Pinocchio Watership Down The Jolly Postman Gone Explorers On... Alice in Wonderland Stromboli The Enchanted Wood Orion in the Dark Series The Secret Seven Rapunzel The Twits The Gruffalo The Water Babies Treasure Island The Diary of a Wimpy Kid Dear Mr Henshaw Cinderella The Midnight Fox Poppa Pickle The Little Prince Billy Elliot From the Mixed-Up Files of Mrs. Basil E. Frankweiler The Tale of Peter Rabbit Where the Wild Tom Thumb The Ugly Duckling The Five Finder-Outer Esio Trot The Lion, the Witch and the Wardrobe Uh-oh! Nibbles has nibbled his way into someone else's story! Goldilocks and The Three Bears First Goldilocks tried the BIG bowl of porridge. Yuck! TOO SALTY! Then she tried the in-betweeny-sized bowl of porridge. TOO SWEET! Then Goldilocks tried the teeny tiny bowl of porridge and it was . . . MONSTER! BURP When the three bears came home they were shocked! Someone’s eaten MY PORRIDGE! Someone’s SMASHED my CHAIR! Someone’s BROKEN EVERYTHING! It wasn't me! It was a MONSTER! The Three Bears are in for QUITE a SURPRISE when they return home and realize a curious little yellow-haired rascal has eaten their chairs and slept in their tasty porridge! ... we join the naughty little hairy critter on this classic fairy tale adventure! Poor Goldilocks! Naughty Nibbles has nibbled his way into another story! Quick! Let's catch him! LITTLE RED RIDING HOOD Help! Stop that Nibbler! He's just nibbled my granny's lunch basket! And he nabbed my cloak! Deep in the dark, dark forest, Little Red found Grandma's cottage. Poor Goldi Naughty Nibbl nibbled hi into an Qui Little Red knocked on the door and went inside. Grandma looked very strange... I look STRANGE? what about LITTLE RED? She doesn't look right AT ALL! Oh, Little RED! What cute fluffy PAWS you have! What a rumbly, grumbly, Tummy! And what nibbly, little teeth! All the better to... NIBBLE WITH! After a terrible hullabaloo, Grandma was set free from the cupboard... LET ME IN! This story is meant to be about me! My HERO! Thank you, Nibbles! Poor Goldil... Naughty Nibbl... nibbled his into an... Qu... LIBRARY BOOK BELONGS TO: Oh, NIBBLES! You've turned me into a CHICKEN! I feel so... FLUFFY! ... and the Big Bad Wolf was never big, or bad, ever again! Little Red Riding Hood loves to visit her Grandma’s cottage in the dark, dark forest. One day she decides to take a picnic, but on the way she meets someone very, very hairy who wants to eat her picnic basket and red cloak for lunch... But in the end will the Big Bad Wolf discover his fluffy side? OH DEAR! Little Red is NOT happy. We’ve really got to catch Nibbles this time. He’s making a real mess of things! Let’s get him! JACK and the Beans talk Jack hid just in time - the giant was home! Mr. Giant stomped through his giant door and sat on his giant chair, but something didn’t feel quite right. He took a giant sniff and said, FEE FI FO… Bum! GASP! Tee-hee! Something just BIT my BOTTY! And they're running away with MR GOOSE! CREEP Mr. Giant tried to catch the intruder and the golden goose... COME BACK HERE! But they managed to escape! I'M OUTTA HERE! FE FI FO FUM! I'll get you back for this, you nibbly hooligan! When Jack climbs a GIANT beanstalk in his back garden he finds: a GIANT house, a GIANT golden goose and a gigantic grumpy GIANT. PHEW! That was a close shave! Hooray! The golden goose is free at last! And it looks like he's taking Nibbles back to his own story! YAY! The golden goose has dropped NIBBLES back into his own book. OUCH! Thank you, golden goose! Now, QUICK! Let's close the crate before NIBBLES escapes again! Oh! Phew! Well done! Now, you really mustn't take your eyes off NIBBLES. Not even for one second... STOP! Can you hear something? What's that noise? CHEW GNaw NIBBLE storm What storm? I never heard any rumbling! What storm? STOP! Can you hear something? What's that noise? HISTORY BOOKS SEE YA! MAP THE WORLD FIND ATLAS! ASK WASHER TO FEED IMAGINARY CAT THINGS TO PACK FOR VACATION 1. PANTS 2. SUNGLASSES 3. BOOKS 4. TOOTHPASTE 5. TOOTHBRUSH 6. BOBBLE HAT 7. PET CACTUS 8. TAMBOURINE VISIT A LIBRARY* GONE NIBBLING Oh no. Not again!"
no_more_teasing_katie_woo,"One day, on the way to school, Katie Woo tripped. She fell into the mud. Splat!

She scraped her knee, and mud got on her new sweater and all of her books. Katie started to cry.

“Cry baby! Cry baby!” yelled Roddy Rogers.

Katie’s feelings were so hurt, she cried harder.

Roddy grinned.

At school, Roddy Rogers kept teasing Katie during recess.

""Go away!"" she told him.

But Roddy didn't.

At lunch, they had pizza, Katie's favorite.

She took such a big bite that she got tomato sauce on her nose and cheeks.

""Look at Katie,"" Roddy shouted. ""Katie’s got a goopy face!""

Roddy said, ""Goopy face! Goopy face!""

""Stop it!"" cried Katie. But Roddy didn’t stop. He was having too much fun.

Roddy made faces at Katie all day long.

When Katie stuck her tongue out at him, he made more faces. Ugly ones.

""How can I make Roddy stop teasing me?"" Katie asked her friend JoJo. But JoJo didn't know.

The next day, Roddy teased Katie when she was running at recess. And he teased her when she was trying to read her book.

Katie was so unhappy. She didn’t want to go to school anymore.

The next day, Miss Winkle told the class, “Everyone, our butterflies are ready to hatch. Please hurry over and watch them!”

Katie pushed up her glasses.

“Hey, I see four eyes!” Roddy said in a quiet voice.

He knew if Miss Winkle heard him, he would get in trouble.

Katie was about to say something back. But suddenly, her butterfly began hatching.

It was so amazing. She couldn't take her eyes off it!

Roddy said, “Four eyes!” a little louder.

But Katie kept watching her butterfly.

Roddy was so mad. He slammed his desk and hurt his finger.

Later, the class worked on their ""Good Neighbors"" paintings with a partner.

Roddy snuck over to Katie and said, “Ew! Your painting is ugly!”

But Katie loved painting so much that she kept doing it. “Hey!” Roddy said. “Didn’t you hear me?” Katie still didn’t answer.

Roddy got so mad that he smeared black paint all over his part of his picture.

“Hey!” his partner yelled. “You ruined our painting!”

On the way home, Roddy glared at Katie, but she didn’t even look at him.

Katie began smiling and smiling.

When JoJo sat down, Katie told her, “I’m so happy! I know how to make Roddy stop teasing me.”

“What do you do?” asked JoJo.

""Nothing!"" Katie said. ""When I don't cry or yell, Roddy isn't having fun, so he stops teasing me.""

""Katie Woo, you are one smart girl,"" said JoJo.

""Thanks!"" said Katie. And she smiled all the way home."
oh_the_places_youll_go_dr_seuss,"Adventure by David Wiesner

A friend is someone who likes you. It can be a boy or a girl or a cat or a dog or even a white mouse. Youngsters came from other villages to get a glimpse of the golden boy. Golu had no time to play with his old friends. “Please, Golu, come to the park tomorrow,” they pleaded. But Golu knew what he had to do. He was busy the next morning helping his father water the fields, so that there would be food for everyone. He helped his mother clean the house, so that it would be fit for guests to sit in. He hurried from one place to another, shining and glowing, the gem on his forehead catching the light, making his friends proud. Congratulations! Today is your day. You're off to Great Places! You're off and away! You have brains in your head. You have feet in your shoes. You can steer yourself any direction you choose. You’re on your own. And you know what you know. And YOU are the guy who’ll decide where to go. You'll look up and down streets. Look 'em"
one_fish_two_fish_red_fish_blue_fish,"One fish two fish red fish blue fish

WHEN CHILDREN first start to read their parents are faced with a problem. How can they find books that their children will want to read? BEGINNER BOOKS are the answer. The Cat in the Hat was the first of this exciting new series. Now has written another one One Fish Two Fish Red Fish Blue Fish which is not a story but a collection of verses about crazy Seuss-type animals. There is a Zans to open cans. There is a Gox who likes to box. There is one called Ned who has a little bed. And there is a Yink who likes to wink and drink pink ink. Following a definite phonetic pattern has achieved in 200 words a really funny book that is easy to read, that has very funny pictures and that will appeal to every child just starting to read by himself.

From there to here, from here to there, funny things are everywhere.

one fish two fish red fish blue fish.

Black fish blue fish

old fish

new fish.

This one has a little star.

This one has a little car. Say! what a lot of fish there are.

Yes. Some are red. And some are blue. Some are old. And some are new.

Some are sad.

And some are glad.

And some are very, very bad.

Why are they sad and glad and bad? I do not know. Go ask your dad.

Some are thin.

And some are fat. The fat one has a yellow hat.

From there to here, from here to there, funny things are everywhere.

To THERE To HERE

Here are some who like to run. They run for fun in the hot, hot sun.

Oh me! Oh my! Oh me! Oh my! What a lot of funny things go by.

Some have two feet and some have four. Some have six feet and some have more.

Where do they come"
otis_and_the_kittens,"It was hot and dry on the farm where the friendly little tractor named Otis lived. Otis couldn’t remember the last time it had rained. Farmers all over the valley grew more anxious by the day. Water was in short supply, the ground was hard, and the cornstalks were half as tall as they should’ve been. Otis spent his afternoons out in the sweltering fields with the farmhands baling straw. Once the load was full, with a puff and a chuff, Otis would pull the wagon into the old barn down by the bend at Mud Creek. The farmhands would use a pulley to lift each bale up into the loft, where it would be stored for the long winter to come. When the sun had gone over the hill and work was done, Otis was ready to sit in the shade and rest. But not Otis’s friend the bull liked to stand in front of Otis and snort and snarl and huff hot air. Two snorts, a snarl, and a huff! All the animals knew what that meant—the bull was challenging Otis to a tug-of-war! Otis smiled. His friends were always eager to play, even after a long day of work. One duck wound the end of a rope around the bull's horns. Another duck looped the other end around Otis's steering wheel. The animals then took sides, grabbing on any way they could. Everyone pulled and tugged with all of their might. Eventually, Otis would ease up a little. He didn’t care much about winning. He just liked having fun with his friends. One afternoon when everyone was up under the shade of the apple tree, Otis spotted something moving down in the field. It looked to be an orange tabby cat! Where did she come from? Otis wondered. He watched as she ran toward the old barn, and there he saw something that caused his engine to sputter—a swirl of smoke! Otis raced to the barn with the animals following behind. They discovered flames coming from the loft inside the old barn. A fire! The barn was filled with brittle, dry straw, and Otis knew it wouldn’t take long for it all to burst into flames. Just then, the tabby cat appeared in the barn window. With a putt puff puttedy chuff, Otis rushed into the burning barn. Inside, the flames were growing and smoke was forming a dark cloud. The cat was pacing back and forth high above on a rafter. Otis chuffed for her to jump down, but the cat wouldn't budge. Instead, she stared down at Otis and belted out the loudest meow Otis had ever heard. What was she trying to tell him? Suddenly, Otis heard a tiny meow from the hayloft. And then another tiny meow and another and another and another and another. At once, five furry little heads popped up and stared down at him. Kittens! As flames blazed overhead, Otis stood on hind wheels and stretched to the edge of the loft. To a chorus of tiny meows, one by one, the kittens hopped down. The farm animals cheered as Otis emerged from the burning barn with kittens all over him. But as soon as mama cat counted their little heads, she meowed frantically back at the barn. This time, Otis had no doubt what she was saying. How many more were still in there? he wondered. By then, the top of the barn was engulfed in flames, sending large plumes of smoke into the sky. Otis was afraid, but he gunned his engine, screeched his tires, and dashed back into the burning barn. Inside, the heat was growing worse and it was hard to breathe. Otis revved his engine, and one last little head popped up, trembling from fear. Otis puffed a gentle chuff and the kitten climbed down on top of him, hopped to his seat, leapt to the floor, and scampered out of the barn to safety. Outside, the animals cheered when they saw another kitten emerge. And they watched for Otis to follow. Inside, the flames spread by the second. Otis wheeled around to see if any more kittens were left. The old boards of the barn’s floor creaked, buckled, and moaned. The walls popped. He couldn’t wait another second. Just as Otis spotted the exit and raced his wheels to leave, there was a giant CRASH! Fire! said Josephine. ""Josephine, the Fire Engine rushing to a fire."" The floor collapsed and Otis plunged to the darkness below. Outside, the animals held their breath, waiting for their friend to emerge. Inside, Otis couldn’t move. He had fallen into the cluttered lower level of the old barn. And he was covered in dust, debris, and broken planks. Stuck in the hole with the fire raging above, Otis could hardly puff a breath. Then he heard the siren of Fire Chief Douglas and the fire engine. The farmer pulled up and Otis heard him rounding up the animals. Help had arrived! He knew he'd be fine, until he heard Fire Chief Douglas holler . . . Sorry, farmer, the creek’s gone dry in the drought and the water supply’s too low to save this old barn! As long as everyone’s safe, we’ll have to let ’er burn! Underneath the pile of broken boards and dust, Otis couldn’t see a thing or move a gasket, and his heart sank deep inside his engine. The animals had grown wild with fear. The farmer counted them one by one. They were all safe and sound. He couldn’t figure out why they were acting so crazy. Suddenly, the little calf bolted for the barn door. Her friends followed right behind. Inside the fiery barn, they spotted Otis stuck down in the hole, covered in boards and dust. His engine was barely running. How could they ever get him out? The bull looked up at the rafters and down at Otis. He stood in front of the hole in the floor and snorted and snarled and huffed hot air. Two snorts, a snarl, and a huff! The animals knew just what that meant. One duck grabbed the pulley rope and wound it around the bull's horns. Another duck flew into the hole and hooked it to Otis's steering wheel. The bull snorted and tugged and snarled and pulled, but Otis didn’t budge. The horse and the cow grabbed the rope behind the bull and together they snorted and tugged and neighed and mooed and pulled, and Otis teetered ever so slightly. The little calf jumped in and tugged and bawled and pulled, and Otis raised a bit more. The puppy grabbed the rope behind the little calf and with a fierce arrhf tugged and pulled and growled as Otis inched upward. And then came a piercing meow and the sound of Fire Chief Douglas shouting, “Holy moly! Otis is in there! Hold on tight, everyone, I’m here to help!” Fire Chief Douglas grabbed the end of the rope and tugged and pulled and tugged. All together, the animals and Fire Chief Douglas lifted Otis higher and higher, until he was suspended above the hole. The ducks swooped in and pushed him over the edge of the opening to where they could lower him to the floor. Together everyone pulled the dust- and ash-covered tractor out from the burning fire just as parts of the barn began to fall. Then Fire Chief Douglas and his men hosed off Otis and wiped down his frame. The cool water revived Otis, and everyone cheered when they heard a faint putt puff puttedy chuff. It was music to their ears. The kittens jumped up on top of Otis and crawled all over him. Fire Chief Douglas laughed and said, ""Farmer, what say we adopt these kittens and their mama? They'd make a mighty fine addition to our firehouse family!"" Otis puffed a happy chuff. He couldn't think of a better home for his new friends. The Little Red Tractor was working on Gosling Farm. His engine chugged noisily and smoke came out of his exhaust. He didn't mind working hard because there were always plenty of animal friends around to keep him company. The Little Red Tractor chugged with pleasure at the sight of Gosling Farm's ginger cat and her five kittens. They were dancing and prancing on his hood, tailpipes and wheels, chasing each other and pretending to be circus cats. ""As always, perseverance, teamwork, and a heart of gold pay off for Otis and his friends."" A note to all families: You should never go back into a burning building for any reason. I wrote this story as a tribute to the firefighters who, like Otis, rescue people every day with their strength and bravery."
